"Day","Hour","Temp","kwh"
"12/19/2014",3,35.06,89.4804037607418
"12/19/2014",4,35.06,89.4804037607418
"12/19/2014",5,33.98,87.806667414981
"12/19/2014",6,33.98,87.806667414981
"12/19/2014",7,33.98,132.560104737776
"12/19/2014",8,35.06,134.257286380193
"12/19/2014",9,33.98,132.560104737776
"12/19/2014",10,33.98,132.560104737776
"12/19/2014",11,35.06,134.257286380193
"12/19/2014",12,35.06,134.257286380193
"12/19/2014",13,35.06,134.257286380193
"12/19/2014",14,35.06,134.257286380193
"12/19/2014",15,35.06,134.257286380193
"12/19/2014",16,33.08,131.151119634074
"12/19/2014",17,32,129.467520350131
"12/19/2014",18,30.92,127.792872102897
"12/19/2014",19,30.92,83.1232384474096
"12/19/2014",20,30.02,81.7656512171418
"12/19/2014",21,30.02,81.7656512171418
"12/19/2014",22,28.94,80.1508627634671
"12/19/2014",23,28.94,80.1508627634671
"12/20/2014",0,28.04,76.4558982331847
"12/20/2014",1,28.04,76.4558982331847
"12/20/2014",2,28.04,76.4558982331847
"12/20/2014",3,28.04,76.4558982331847
"12/20/2014",4,28.04,76.4558982331847
"12/20/2014",5,28.04,76.4558982331847
"12/20/2014",6,26.96,74.7471497343964
"12/20/2014",7,28.04,122.216628094201
"12/20/2014",8,30.02,124.521378651387
"12/20/2014",9,30.11,124.665485410979
"12/20/2014",10,30.92,125.966089368295
"12/20/2014",11,33.08,129.442576751511
"12/20/2014",12,33.08,129.442576751511
"12/20/2014",13,33.98,130.892852669954
"12/20/2014",14,33.8,130.602726566465
"12/20/2014",15,33.98,130.892852669954
"12/20/2014",16,33.08,129.442576751511
"12/20/2014",17,33.44,130.022579255881
"12/20/2014",18,33.89,130.747785322997
"12/20/2014",19,35.06,87.70947179344
"12/20/2014",20,35.06,87.70947179344
"12/20/2014",21,35.06,87.70947179344
"12/20/2014",22,35.06,87.70947179344
"12/20/2014",23,35.06,87.70947179344
"12/21/2014",0,35.06,57.5487118213612
"12/21/2014",1,35.33,57.552227015319
"12/21/2014",2,35.06,57.5487118213612
"12/21/2014",3,35.06,57.5487118213612
"12/21/2014",4,32,57.6147816345416
"12/21/2014",5,32,57.6147816345416
"12/21/2014",6,30.92,57.6487244057712
"12/21/2014",7,30.02,97.3595850522104
